log_budget,runtime,vote_average,vote_count,release_month,star_power,director_power,composer_power,log_revenue,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Foreign,Genre_Heist,Genre_History,Genre_Horror,Genre_Music,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Science Fiction,Genre_TV Movie,Genre_Thriller,Genre_War,Genre_Western
16.61887099947687,136.0,7.2,364.0,12,137448202.77613637,142763646.4,0.0,18.72078534381011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.201805169084134,98.0,6.5,539.0,12,51018156.28148148,153096869.4,0.0,15.274125813221904,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.216707972959764,90.0,6.1,1128.0,11,62106945.7051282,142582266.5,54021220.0,19.173913737668016,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.909855136853043,103.0,5.4,224.0,11,68912487.4442144,74540642.0,215434418.85714287,17.38310091862791,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.225006775498976,105.0,6.4,305.0,10,97292212.11358024,234892762.5,0.0,18.561325974374626,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.72753358339242,132.0,6.0,394.0,10,78380053.6338964,129065525.07692307,0.0,17.22675968447894,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.096444681204078,112.0,7.1,365.0,10,71470982.20707071,26221491.5,26221491.5,17.723525562075203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.300417291085605,100.0,6.6,91.0,10,50149816.18333334,0.0,54721879.0,17.126053607854647,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.705882371415992,108.0,7.6,308.0,5,28702822.76190476,1766399.0,36806168.44444445,14.368597651708424,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17.19990085520835,129.0,7.4,2470.0,12,139747210.27939814,49207851.222222224,0.0,18.94446208480134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
17.216707972959764,89.0,6.0,756.0,7,47176029.0,144606575.5,0.0,19.35337582964417,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16.213405921671733,122.0,7.3,350.0,12,32245892.896376815,0.0,0.0,17.488353003930516,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.705882371415992,101.0,5.4,452.0,8,37468668.458333336,146736760.54545453,111236314.76923077,18.621136224439255,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16.811242881518265,106.0,6.7,177.0,5,90605492.05370371,49115428.222222224,263467791.6470588,16.873490370985255,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16.118095750958314,116.0,6.5,38.0,10,66987653.32478633,20957065.0,231085907.9117647,16.975660524722755,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17.312018149733785,127.0,8.1,5915.0,9,150511800.32875404,213934632.5,256665836.47368422,19.606423974684137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17.822843761378564,81.0,6.7,1509.0,6,105680922.8076923,0.0,268641858.8333333,19.66217986714061,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.607270193858982,106.0,8.1,3334.0,7,33149429.166666668,351029375.125,0.0,16.96574640621366,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16.52356082573315,95.0,6.7,145.0,9,60782263.47905526,38422473.625,9310610.0,15.717618233614914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.068273812173887,91.0,7.0,513.0,4,112925266.45026453,221899131.1111111,0.0,17.155396880182252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.759949589762293,108.0,6.9,1644.0,1,71013767.50032489,71282695.75,61513273.897435896,17.067303307255134,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
17.72753358339242,91.0,4.1,54.0,11,19617558.133333333,0.0,215434418.85714287,16.260851194989943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16.52356082573315,90.0,3.9,16.0,1,70474774.375,34473505.0,0.0,14.529700283079698,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.811242881518265,108.0,6.1,154.0,9,14557274.888888888,15646821.666666666,0.0,15.570240485002937,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
15.894952224644102,116.0,6.7,87.0,12,78717944.98333333,49014044.166666664,69843007.0,13.18019256622443,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.453096744006448,129.0,6.3,86.0,2,45397624.81944444,170327358.26086956,23981304.0,16.14765455028724,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.915901618028812,90.0,6.1,190.0,11,101836971.66666667,91792387.75,43352122.333333336,15.916633720329946,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.665658180950928,104.0,5.7,77.0,2,99502100.68308704,42220869.88888889,99644407.14285715,16.331544601117734,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
16.454567959008102,100.0,4.5,113.0,10,90335765.33993785,60057386.071428575,0.0,16.801192546169812,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
17.72753358339242,108.0,5.7,459.0,2,68589841.83333333,179911998.25,335223773.75714284,18.82794521889528,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.76142084987672,91.0,6.8,285.0,2,64378018.977011494,54702179.125,111611136.25,13.235817054899483,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.300417291085605,92.0,6.5,767.0,2,162888735.24814817,174003749.66666666,111611136.25,17.534072593066618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.993564429978885,135.0,7.3,397.0,5,59807419.228243016,112780170.14814815,107620542.0,19.019608548565085,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18.09217669086922,177.0,7.7,3404.0,5,126581139.72435898,279344266.0,195091783.08955225,19.162618093443648,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14.077875591662238,114.0,8.1,2632.0,2,57088700.200501256,110592271.66666667,16507267.153846154,17.157049049257896,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.830413711839864,91.0,6.5,245.0,1,36645749.93650793,102362571.66666667,0.0,17.293423518540404,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.034386422832473,113.0,5.1,7.0,9,73479035.25,109028567.0,0.0,15.652584316230964,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.50439003707821,117.0,5.4,139.0,6,119775441.84848486,31779046.25,28481607.5,18.065433366270153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.76142084987672,92.0,6.3,66.0,3,122693337.20317459,129060671.16666667,13733319.5,16.50352395635338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17.72753358339242,95.0,5.1,45.0,10,76430924.88888888,77659341.125,195091783.08955225,16.10314555307438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
17.249497794707484,117.0,6.7,303.0,3,104232968.89814813,86365521.1111111,0.0,19.037273792177565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.759949589762293,118.0,6.5,1729.0,4,197741867.997558,495189752.38461536,215434418.85714287,18.76715299194654,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.201805169084134,113.0,6.0,11.0,7,75022092.6125,255531776.83333334,0.0,13.65480879993929,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17.76675429577647,140.0,7.3,1637.0,6,164487897.00783208,229655606.26666668,195091783.08955225,19.688298359551155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.147715103853763,139.0,6.5,151.0,4,105112852.17654322,62997646.0,0.0,17.268569952263096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.420680753952364,121.0,5.2,1529.0,6,155105145.24125874,100339608.66666667,134754006.73333332,19.63419531548269,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14.508658238524095,83.0,6.8,28.0,9,69833646.7997076,40010597.428571425,0.0,14.058457520888082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.213405921671733,91.0,5.9,57.0,6,8522189.4,33923080.666666664,27093073.42857143,12.090128542999349,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.72753358339242,100.0,6.0,1045.0,5,108538537.62301588,154877366.8,195091783.08955225,19.478221684097427,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17.034386422832473,128.0,6.8,69.0,9,80132657.1437247,30107625.153846152,0.0,16.385946299199293,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17.72753358339242,109.0,5.0,214.0,6,60574238.2020202,90605046.0,94826805.32258065,18.839536476134583,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
17.78580249038432,116.0,7.0,508.0,5,64151492.832772166,150570586.7142857,335223773.75714284,18.874219543751828,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.76142084987672,104.0,6.8,898.0,8,41961739.71666667,71282695.75,0.0,17.050474118455163,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.11134746100564,102.0,6.3,88.0,9,57276465.41919192,45139398.333333336,47655151.85714286,16.59686221083196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18.31532023940565,128.0,6.9,2094.0,5,130982275.62609427,146300037.5,115737366.76,19.71842163148081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.822843761378564,134.0,5.9,319.0,7,80827441.49926901,200388127.0,94826805.32258065,18.664414345797027,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.811242881518265,107.0,6.2,406.0,9,96520069.94107743,51836015.0,3323170.25,15.838874880514219,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.034386422832473,97.0,5.5,380.0,5,79272009.07692307,0.0,173474433.16666666,16.7639269325856,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
18.31532023940565,96.0,5.4,643.0,6,84304535.69084084,60368822.0,230495488.0,18.547255965923945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14.220976332738882,91.0,6.8,280.0,7,22992939.464285713,3929978.5,0.0,15.818640142807183,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.122365377402328,89.0,7.2,64.0,1,80331937.58333333,0.0,0.0,13.9541875641829,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.607270193858982,94.0,6.8,400.0,10,59737785.952380955,22303915.818181816,43041870.0,14.56813440757729,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.52356082573315,92.0,5.2,153.0,6,13996623.166666666,48805612.5,61513273.897435896,18.005165315142214,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16.906553056777135,114.0,5.6,359.0,7,95085572.62222223,0.0,0.0,18.521683472232386,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11.918397239722838,94.0,5.8,14.0,6,57096619.5,4249670.5,0.0,13.0655199727673,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.72753358339242,135.0,5.5,111.0,10,133381170.03711486,15922288.4,115920882.58333333,16.155623393383497,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
17.622173069956816,128.0,4.9,261.0,9,14105265.111111112,128444791.625,14670597.625,16.828628569901763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.76142084987672,112.0,7.2,115.0,6,30456980.883040935,0.0,41579523.21428572,15.937703950792574,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.370858648025116,108.0,5.5,457.0,7,76077753.95263158,72381231.1111111,88727797.67741935,18.5462035633915,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
17.553180200057167,145.0,6.8,334.0,10,68949806.75071226,50265010.166666664,61513273.897435896,15.889850609141131,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16.454567959008102,99.0,4.6,9.0,9,15954791.07936508,0.0,61513273.897435896,15.569914413658926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.909855136853043,100.0,5.6,217.0,7,63104589.91111112,52862041.5,68938344.44444445,18.46301280414933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16.811242881518265,103.0,6.5,168.0,8,75546524.57692307,35838987.5,87522744.21052632,17.727783692107625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18.980296537602072,135.0,5.9,1017.0,7,34023903.938271604,115742556.28571428,226314754.2972973,19.392285914366305,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.845130332288226,135.0,6.7,35.0,5,2256089.0,5076978.0,5076978.0,14.777349633553024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.731801689838349,105.0,7.7,984.0,1,20676824.763736267,26898125.923076924,0.0,15.526675472834972,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.118095750958314,89.0,6.2,464.0,2,69184540.25925927,35029928.0,115771363.91304348,17.092230106238617,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.860033043306743,115.0,6.3,48.0,2,106701074.02666666,55913392.5,118837611.56521739,16.970381095500485,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.203629181337648,92.0,7.4,769.0,9,15056602.138888888,22303915.818181816,0.0,14.963271993978692,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.034386422832473,97.0,6.3,184.0,10,113053045.18717949,0.0,57868683.38,16.915602891887552,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17.822843761378564,123.0,5.9,217.0,12,104041305.80037957,100778240.75,0.0,19.181557084518822,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
16.588099342704055,107.0,6.5,1894.0,12,116165136.1474359,0.0,0.0,19.32601315211921,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.705882371415992,127.0,7.3,639.0,9,127198425.1925926,230336533.11764705,256665836.47368422,15.588334883523403,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16.52356082573315,103.0,5.0,24.0,3,87155888.58888888,17123313.75,0.0,16.317049455224087,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.45883704259595,171.0,7.7,91.0,9,3055050.8333333335,4209957.5,0.0,15.87355122583212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.424948670398354,99.0,6.9,299.0,9,54534689.36363637,593476787.1818181,1645879.0,14.930368829764083,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16.166885910365842,113.0,6.0,17.0,1,59380056.333333336,7685039.0,0.0,17.086039378519754,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.909855136853043,123.0,7.2,1558.0,11,215939963.9204657,55063140.28571428,134754006.73333332,19.22565820652359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
16.454567959008102,139.0,5.2,10.0,3,78533512.42328042,12165889.0,0.0,14.721347236138207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17.909855136853043,109.0,4.7,381.0,11,124710298.73793106,149046715.8,226314754.2972973,17.426428497635523,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.213405921671733,121.0,8.1,6778.0,5,269223272.5499533,556925148.8333334,350724333.33898306,20.468887014201155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14.508658238524095,105.0,6.6,70.0,4,3704256.1666666665,35838987.5,0.0,16.891230260740898,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17.216707972959764,133.0,7.2,636.0,12,126600211.32949561,135433769.7,195091783.08955225,18.894669447232353,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16.648723960844016,106.0,6.4,28.0,3,115534527.30000001,0.0,0.0,15.844154340353498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.622173069956816,123.0,6.1,272.0,11,105702486.42857142,231139233.2,226971086.3888889,18.53406565089319,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
17.249497794707484,112.0,6.1,128.0,12,145191712.03815937,170094422.33333334,55237009.38709678,18.485380045914006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.341871111992198,119.0,6.9,927.0,8,163279833.9309869,80756450.23529412,69935521.5,17.733172971993923,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.72753358339242,127.0,6.4,522.0,3,118445726.52851851,181582769.3,226314754.2972973,19.061795204185188,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16.588099342704055,110.0,8.2,4293.0,9,167101949.6774892,85786856.44444445,129539603.57142857,17.628485857731853,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16.213405921671733,113.0,6.6,9.0,5,63690284.083333336,12138381.333333334,0.0,14.856785710940283,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.894952224644102,154.0,8.3,8670.0,9,120176640.29814814,153096869.4,0.0,19.18115363439065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.899222326086994,105.0,6.1,9.0,2,1180963.5,142763646.4,0.0,11.933758545209391,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.281246492014,107.0,6.2,431.0,2,107375210.9771254,319378860.6,0.0,16.73611300668165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16.906553056777135,108.0,6.4,7.0,3,69121148.17083333,22805083.25,0.0,16.333207111220425,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.52356082573315,133.0,5.3,33.0,12,1687554.4166666667,30914703.85714286,33701337.833333336,16.240371158114005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.370858648025116,89.0,6.5,251.0,11,1806554.5833333333,18215087.5,0.0,16.094996815130763,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.622173069956816,110.0,5.5,317.0,10,91079400.57588358,153624174.5,115920882.58333333,18.953439564914206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.822843761378564,121.0,6.8,942.0,10,89786297.41666667,345309326.90909094,213699064.0625,19.096515236043995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16.906553056777135,97.0,6.3,501.0,11,181015000.13636363,0.0,69843007.0,19.061657182121934,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17.034386422832473,142.0,8.5,8358.0,9,79110994.0462963,101838804.25,231085907.9117647,17.1598366610298,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.034386422832473,98.0,5.5,140.0,3,55987365.89898989,19468264.0,0.0,15.21780030803739,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17.453096744006448,118.0,6.4,461.0,11,134285328.6153846,0.0,0.0,18.603002309079653,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15.607270193858982,98.0,5.4,33.0,5,10299524.666666666,0.0,0.0,16.300417291085605,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16.213405921671733,118.0,7.5,943.0,12,202039968.49122807,78175852.0909091,0.0,16.121366894601774,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17.216707972959764,106.0,5.4,163.0,8,96542968.35880543,17123313.75,88727797.67741935,16.99556243255839,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16.648723960844016,103.0,6.5,340.0,4,150002903.0952381,214144881.625,115771363.91304348,19.019830476198848,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14.914123179965662,106.0,6.9,104.0,9,58710982.76666667,136178999.5,171661572.5,16.5315051189084,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.52356082573315,86.0,6.4,1684.0,2,106486847.11994302,207269356.14285713,0.0,18.490369078881876,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15.424948670398354,139.0,7.0,115.0,9,53672819.979166664,39293155.4,46179730.0,14.43759451104287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17.9426449591384,141.0,6.4,390.0,8,164310635.80392158,130622768.44444445,195091783.08955225,19.19026900641899,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.622173069956816,119.0,6.4,287.0,7,104870814.80128205,100339608.66666667,256665836.47368422,18.582928938804823,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16.52356082573315,102.0,7.3,980.0,5,39631115.22222222,154912491.6,61513273.897435896,18.358805350872576,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17.6441519761925,91.0,5.0,559.0,5,127677216.94078946,134817415.6,0.0,19.649242376946724,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17.822843761378564,142.0,8.2,8147.0,7,223689126.19830826,243425502.47058824,230495488.0,20.334577311688424,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15.607270193858982,117.0,6.6,654.0,3,65454163.512499996,255531776.83333334,0.0,19.355600210458668,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17.622173069956816,123.0,5.3,41.0,6,54791373.85185185,37671603.0,0.0,17.94179406498628,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17.622173069956816,89.0,8.0,5520.0,6,114034176.82539684,263512203.2857143,335223773.75714284,20.485315424365478,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.370858648025116,140.0,6.0,76.0,12,57898979.33882784,20436523.6,100865752.0,15.396166206572815,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16.454567959008102,112.0,6.4,297.0,10,24531335.680555556,60057386.071428575,52373632.666666664,16.710879918127944,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
